"0,2-d","1,2-d","3,2-d","4,2-d","5,2-d"
18,6,6,9,0
8,0,0,0,0
18,6,6,9,0
20,4,0,0,0
29,10,9,27,19
29,10,9,27,19
29,10,9,27,19
28,9,9,27,19
28,9,9,27,19
28,9,9,27,19
2,1,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
6,2,0,0,0
8,4,3,0,0
8,4,3,0,0
7,3,3,0,0
11,4,3,0,0
14,7,6,0,0
11,4,3,0,0
12,5,3,0,0
12,5,3,0,0
10,3,0,0,0
6,3,3,0,0
17,0,0,0,0
35,9,9,27,19
35,9,9,27,19
39,10,9,27,19
35,9,9,27,19
35,9,9,27,19
39,10,9,27,19
35,9,9,27,19
39,10,9,27,19
35,9,9,27,19
36,7,0,0,0
39,10,9,27,19
28,7,6,9,0
28,7,6,9,0
27,6,6,9,0
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
0,0,0,0,0
8,4,3,0,0
7,3,3,0,0
12,2,0,0,0
8,4,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
15,3,3,0,0
14,3,3,0,0
7,3,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
18,6,6,9,0
20,8,6,9,0
18,6,6,9,0
17,6,6,9,0
15,6,6,9,0
17,6,6,9,0
1,0,0,0,0
1,0,0,0,0
0,0,0,0,0
12,3,3,0,0
9,3,3,0,0
0,0,0,0,0
1,0,0,0,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
0,0,0,0,0
27,3,0,0,0
17,4,0,0,0
18,7,6,9,0
17,6,6,9,0
18,7,6,9,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
0,0,0,0,0
0,0,0,0,0
17,7,6,9,0
16,6,6,9,0
16,6,6,9,0
16,6,6,9,0
16,6,6,9,0
15,6,6,9,0
0,0,0,0,0
0,0,0,0,0
22,6,6,9,0
18,6,6,9,0
18,6,6,9,0
22,6,6,9,0
22,6,6,9,0
18,6,6,9,0
34,7,3,0,0
38,8,3,0,0
44,13,9,18,0
42,12,6,9,0
46,15,15,18,0
40,11,6,9,0
35,9,3,0,0
44,15,15,18,0
48,13,9,18,0
37,9,6,9,0
42,13,12,18,0
37,9,3,0,0
46,12,6,9,0
35,9,6,9,0
40,11,6,9,0
35,9,3,0,0
44,11,6,9,0
39,9,3,0,0
33,8,6,9,0
2,1,0,0,0
8,4,3,0,0
7,3,3,0,0
7,3,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
2,1,0,0,0
0,0,0,0,0
0,0,0,0,0
8,4,3,0,0
7,3,3,0,0
6,2,0,0,0
8,4,3,0,0
12,5,3,0,0
29,3,0,0,0
11,3,0,0,0
7,0,0,0,0
2,1,0,0,0
2,1,0,0,0
0,0,0,0,0
105,24,18,135,380
93,18,18,135,380
98,20,18,135,380
93,18,18,135,380
93,18,18,135,380
93,18,18,135,380
93,18,18,135,380
93,18,18,135,380
98,20,18,135,380
93,18,18,135,380
93,18,18,135,380
93,18,18,135,380
93,18,18,135,380
86,18,18,135,380
81,18,18,135,380
81,18,18,135,380
81,18,18,135,380
81,18,18,135,380
86,18,18,135,380
86,18,18,135,380
86,18,18,135,380
86,18,18,135,380
81,18,18,135,380
81,18,18,135,380
81,18,18,135,380
81,18,18,135,380
81,18,18,135,380
81,18,18,135,380
8,4,3,0,0
8,4,3,0,0
7,3,3,0,0
0,0,0,0,0
2,1,0,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
9,3,0,0,0
10,4,3,0,0
10,4,3,0,0
6,1,0,0,0
9,3,3,0,0
0,0,0,0,0
18,6,6,9,0
18,6,6,9,0
19,6,6,9,0
18,6,6,9,0
19,6,6,9,0
19,6,6,9,0
12,3,3,0,0
12,3,3,0,0
12,3,3,0,0
49,12,12,54,76
55,13,12,54,76
51,12,12,54,76
52,13,12,54,76
48,12,12,54,76
28,3,3,0,0
26,3,3,0,0
20,0,0,0,0
56,13,12,54,76
52,12,12,54,76
53,13,12,54,76
49,12,12,54,76
58,13,12,54,76
59,16,15,54,76
45,8,3,0,0
55,13,12,54,76
28,3,3,0,0
55,13,12,54,76
51,12,12,54,76
42,8,3,0,0
52,13,12,54,76
6,3,3,0,0
7,2,0,0,0
0,0,0,0,0
8,3,3,0,0
8,3,3,0,0
4,0,0,0,0
8,3,3,0,0
4,0,0,0,0
0,0,0,0,0
6,3,3,0,0
13,3,3,0,0
9,0,0,0,0
49,11,9,27,19
48,12,9,27,19
41,9,9,27,19
48,12,9,27,19
41,11,9,27,19
40,9,9,27,19
0,0,0,0,0
15,6,6,9,0
102,21,18,135,380
101,21,18,135,380
90,18,18,135,380
91,18,18,135,380
90,18,18,135,380
90,18,18,135,380
104,23,18,135,380
93,18,18,135,380
94,18,18,135,380
93,18,18,135,380
93,18,18,135,380
92,18,18,135,380
93,18,18,135,380
92,18,18,135,380
92,18,18,135,380
82,18,18,135,380
81,18,18,135,380
81,18,18,135,380
82,18,18,135,380
82,18,18,135,380
81,18,18,135,380
18,6,6,9,0
15,6,6,9,0
16,6,6,9,0
18,6,6,9,0
19,7,6,9,0
16,6,6,9,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
2,1,0,0,0
2,1,0,0,0
12,3,0,0,0
3,0,0,0,0
7,3,3,0,0
7,3,3,0,0
7,3,3,0,0
2,1,0,0,0
2,1,0,0,0
0,0,0,0,0
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
19,5,3,0,0
19,5,3,0,0
19,5,3,0,0
0,0,0,0,0
2,1,0,0,0
2,1,0,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
3,1,0,0,0
7,3,3,0,0
2,1,0,0,0
2,1,0,0,0
6,3,3,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
7,3,3,0,0
8,4,3,0,0
8,4,3,0,0
6,2,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
20,9,9,0,0
17,6,3,0,0
17,6,3,0,0
17,6,3,0,0
17,6,3,0,0
14,4,0,0,0
16,1,0,0,0
0,0,0,0,0
0,0,0,0,0
2,0,0,0,0
2,0,0,0,0
2,0,0,0,0
0,0,0,0,0
0,0,0,0,0
2,1,0,0,0
43,12,12,54,76
43,12,12,54,76
43,12,12,54,76
43,12,12,54,76
43,12,12,54,76
43,12,12,54,76
43,12,12,54,76
43,12,12,54,76
43,12,12,54,76
43,12,12,54,76
43,12,12,54,76
43,12,12,54,76
43,12,12,54,76
43,12,12,54,76
43,12,12,54,76
15,0,0,0,0
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
6,3,3,0,0
0,0,0,0,0
15,4,0,0,0
2,1,0,0,0
32,8,3,0,0
0,0,0,0,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
0,0,0,0,0
38,10,6,9,0
42,11,9,18,0
36,9,6,9,0
40,9,6,9,0
38,9,6,9,0
33,7,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
0,0,0,0,0
0,0,0,0,0
20,3,3,0,0
20,3,3,0,0
6,3,3,0,0
0,0,0,0,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
16,6,6,9,0
0,0,0,0,0
0,0,0,0,0
7,3,3,0,0
0,0,0,0,0
2,1,0,0,0
30,12,12,9,0
24,7,3,0,0
25,8,6,9,0
22,6,3,0,0
24,7,3,0,0
25,8,6,9,0
22,6,3,0,0
10,0,0,0,0
24,8,6,0,0
25,8,6,9,0
22,6,3,0,0
0,0,0,0,0
42,10,6,9,0
31,9,6,9,0
36,11,6,9,0
31,7,3,0,0
40,9,6,9,0
29,8,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
0,0,0,0,0
27,6,6,9,0
20,3,3,0,0
2,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
23,10,6,0,0
17,5,3,0,0
15,3,0,0,0
15,4,3,0,0
0,0,0,0,0
18,6,6,9,0
19,7,6,9,0
18,6,6,9,0
16,6,6,9,0
15,6,6,9,0
16,6,6,9,0
62,16,15,90,190
67,16,15,90,190
42,6,0,0,0
62,16,15,90,190
62,16,15,90,190
62,16,15,90,190
66,15,15,90,190
61,15,15,90,190
61,15,15,90,190
61,15,15,90,190
66,15,15,90,190
66,15,15,90,190
66,15,15,90,190
61,15,15,90,190
61,15,15,90,190
61,15,15,90,190
0,0,0,0,0
2,1,0,0,0
0,0,0,0,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
0,0,0,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
22,4,3,0,0
23,7,6,0,0
20,4,3,0,0
23,5,3,0,0
19,3,0,0,0
22,4,3,0,0
24,6,3,0,0
14,0,0,0,0
21,4,3,0,0
23,6,3,0,0
26,8,6,0,0
21,5,3,0,0
24,6,3,0,0
24,6,3,0,0
20,4,3,0,0
0,0,0,0,0
0,0,0,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
2,1,0,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
8,0,0,0,0
30,8,6,9,0
15,4,0,0,0
20,8,6,9,0
20,8,6,9,0
28,6,6,9,0
28,6,6,9,0
18,6,6,9,0
27,6,6,9,0
27,6,6,9,0
17,6,6,9,0
21,7,6,9,0
21,7,6,9,0
21,7,6,9,0
21,7,6,9,0
21,7,6,9,0
21,7,6,9,0
20,7,6,9,0
19,7,6,9,0
18,6,6,9,0
16,3,3,0,0
31,9,9,27,19
30,9,9,27,19
31,9,9,27,19
2,1,0,0,0
6,0,0,0,0
1,0,0,0,0
10,3,3,0,0
10,3,3,0,0
13,4,3,0,0
10,3,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
28,9,9,27,19
28,9,9,27,19
28,9,9,27,19
29,10,9,27,19
27,9,9,27,19
27,9,9,27,19
28,9,9,27,19
27,9,9,27,19
28,9,9,27,19
28,9,9,27,19
29,10,9,27,19
28,9,9,27,19
28,9,9,27,19
28,9,9,27,19
28,9,9,27,19
28,9,9,27,19
28,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
1,0,0,0,0
6,3,3,0,0
32,9,6,9,0
33,9,6,9,0
32,9,6,9,0
38,13,12,27,0
37,12,12,27,0
32,9,6,9,0
29,8,6,9,0
38,13,12,27,0
33,9,6,9,0
30,8,6,9,0
32,9,6,9,0
29,8,6,9,0
35,11,9,18,0
34,10,9,18,0
29,8,6,9,0
35,11,9,18,0
30,8,6,9,0
29,8,6,9,0
6,3,3,0,0
71,13,3,0,0
60,11,3,0,0
12,4,3,0,0
12,4,3,0,0
11,3,0,0,0
56,9,3,0,0
11,3,3,0,0
8,1,0,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
0,0,0,0,0
28,9,9,27,19
28,9,9,27,19
29,10,9,27,19
28,9,9,27,19
29,10,9,27,19
29,10,9,27,19
0,0,0,0,0
0,0,0,0,0
34,6,6,9,0
32,6,6,9,0
22,7,6,9,0
0,0,0,0,0
6,0,0,0,0
16,6,6,9,0
16,6,6,9,0
16,6,6,9,0
16,6,6,9,0
16,6,6,9,0
16,6,6,9,0
7,3,3,0,0
0,0,0,0,0
0,0,0,0,0
2,1,0,0,0
0,0,0,0,0
8,4,3,0,0
7,3,3,0,0
7,3,3,0,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
1,0,0,0,0
1,0,0,0,0
7,3,3,0,0
7,3,3,0,0
7,3,3,0,0
3,0,0,0,0
0,0,0,0,0
2,1,0,0,0
1,0,0,0,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
0,0,0,0,0
27,9,9,27,19
28,9,9,27,19
28,9,9,27,19
6,2,0,0,0
8,4,3,0,0
7,3,3,0,0
8,4,3,0,0
0,0,0,0,0
7,3,3,0,0
66,15,12,54,76
65,15,15,72,95
66,15,12,54,76
69,17,15,72,95
69,17,15,72,95
60,13,9,27,19
58,13,12,54,76
59,14,12,54,76
62,14,12,54,76
62,14,12,54,76
58,13,12,54,76
61,16,15,72,95
61,16,15,72,95
52,12,9,27,19
62,14,12,54,76
62,14,12,54,76
65,18,18,81,95
56,14,12,36,19
51,11,6,9,0
56,14,12,36,19
51,11,6,9,0
42,9,6,9,0
7,3,3,0,0
9,4,3,0,0
9,2,0,0,0
9,4,3,0,0
3,0,0,0,0
0,0,0,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
0,0,0,0,0
6,3,3,0,0
0,0,0,0,0
22,7,6,9,0
25,9,9,18,0
22,7,6,9,0
25,9,9,18,0
9,0,0,0,0
22,7,6,9,0
22,7,6,9,0
22,7,6,9,0
25,9,9,18,0
22,7,6,9,0
27,9,9,27,19
28,9,9,27,19
27,9,9,27,19
27,9,9,27,19
28,9,9,27,19
27,9,9,27,19
27,9,9,27,19
28,9,9,27,19
28,9,9,27,19
27,9,9,27,19
28,9,9,27,19
27,9,9,27,19
27,9,9,27,19
28,9,9,27,19
28,9,9,27,19
27,9,9,27,19
28,9,9,27,19
28,9,9,27,19
27,9,9,27,19
10,0,0,0,0
17,7,6,9,0
17,7,6,9,0
12,3,0,0,0
16,6,6,9,0
16,6,6,9,0
0,0,0,0,0
17,7,6,9,0
17,7,6,9,0
12,3,0,0,0
16,6,6,9,0
0,0,0,0,0
1,0,0,0,0
17,5,3,0,0
17,5,3,0,0
17,5,3,0,0
0,0,0,0,0
6,3,3,0,0
7,3,3,0,0
0,0,0,0,0
0,0,0,0,0
15,6,6,9,0
17,6,6,9,0
15,6,6,9,0
17,6,6,9,0
15,6,6,9,0
17,6,6,9,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
0,0,0,0,0
6,3,3,0,0
6,3,3,0,0
0,0,0,0,0
2,1,0,0,0
0,0,0,0,0
0,0,0,0,0
16,6,6,9,0
0,0,0,0,0
4,0,0,0,0
6,0,0,0,0
41,0,0,0,0
14,3,0,0,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
47,3,0,0,0
10,5,3,0,0
8,3,0,0,0
10,5,3,0,0
8,3,3,0,0
3,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
6,2,0,0,0
33,12,12,27,0
27,8,6,9,0
28,8,6,9,0
27,8,6,9,0
27,8,6,9,0
28,8,6,9,0
27,8,6,9,0
0,0,0,0,0
19,2,0,0,0
25,7,6,9,0
17,6,6,9,0
23,6,6,9,0
2,0,0,0,0
3,1,0,0,0
3,1,0,0,0
13,4,3,0,0
13,4,3,0,0
7,3,3,0,0
16,6,3,0,0
15,5,3,0,0
13,4,0,0,0
16,6,3,0,0
6,3,0,0,0
6,3,0,0,0
6,3,0,0,0
16,6,6,9,0
16,6,6,9,0
15,6,6,9,0
6,3,3,0,0
29,9,9,27,19
29,9,9,27,19
29,9,9,27,19
30,10,9,27,19
28,9,9,27,19
28,9,9,27,19
29,9,9,27,19
28,9,9,27,19
29,9,9,27,19
10,0,0,0,0
29,9,9,27,19
1,0,0,0,0
2,1,0,0,0
4,0,0,0,0
6,3,3,0,0
0,0,0,0,0
6,0,0,0,0
18,6,3,0,0
12,3,3,0,0
12,3,3,0,0
21,8,6,9,0
18,6,3,0,0
0,0,0,0,0
28,9,6,9,0
22,6,6,9,0
22,6,6,9,0
22,6,6,9,0
22,6,6,9,0
6,0,0,0,0
16,6,6,9,0
12,3,3,0,0
12,3,3,0,0
6,3,3,0,0
0,0,0,0,0
2,1,0,0,0
2,1,0,0,0
16,6,6,9,0
15,6,6,9,0
16,6,6,9,0
0,0,0,0,0
11,4,3,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
3,0,0,0,0
7,3,3,0,0
15,4,0,0,0
9,1,0,0,0
19,7,6,9,0
18,6,6,9,0
18,6,6,9,0
19,7,6,9,0
19,7,6,9,0
8,0,0,0,0
18,6,6,9,0
18,4,3,0,0
27,7,3,0,0
17,3,3,0,0
31,9,9,27,19
32,10,9,27,19
31,9,9,27,19
34,11,9,27,19
32,10,9,27,19
31,9,9,27,19
34,11,9,27,19
32,10,9,27,19
26,6,0,0,0
35,12,9,27,19
34,11,9,27,19
28,8,3,0,0
12,5,3,0,0
11,4,3,0,0
28,9,9,27,19
28,9,9,27,19
29,10,9,27,19
28,9,9,27,19
29,10,9,27,19
29,10,9,27,19
20,4,0,0,0
0,0,0,0,0
4,2,0,0,0
3,1,0,0,0
28,9,9,27,19
31,9,9,27,19
28,9,9,27,19
30,9,9,27,19
27,9,9,27,19
30,9,9,27,19
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,0,0,0,0
0,0,0,0,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
0,0,0,0,0
7,3,3,0,0
8,4,3,0,0
7,3,3,0,0
20,6,6,9,0
0,0,0,0,0
12,0,0,0,0
2,1,0,0,0
2,1,0,0,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
0,0,0,0,0
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
27,9,9,27,19
0,0,0,0,0
13,5,3,0,0
13,5,3,0,0
13,5,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
7,3,3,0,0
7,3,3,0,0
0,0,0,0,0
3,1,0,0,0
0,0,0,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
1,0,0,0,0
22,8,6,9,0
20,7,6,9,0
18,6,6,9,0
22,8,6,9,0
20,7,6,9,0
18,6,6,9,0
0,0,0,0,0
1,0,0,0,0
0,0,0,0,0
16,6,6,9,0
16,6,6,9,0
15,6,6,9,0
0,0,0,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
27,9,9,27,19
28,9,9,27,19
28,9,9,27,19
31,9,9,27,19
28,9,9,27,19
31,9,9,27,19
6,3,3,0,0
16,6,6,9,0
16,6,6,9,0
15,6,6,9,0
16,6,6,9,0
6,3,3,0,0
15,6,6,9,0
0,0,0,0,0
0,0,0,0,0
1,0,0,0,0
0,0,0,0,0
16,6,6,9,0
18,6,6,9,0
12,3,3,0,0
20,0,0,0,0
18,6,6,9,0
18,6,6,9,0
18,6,6,9,0
8,0,0,0,0
18,6,6,9,0
18,6,6,9,0
8,0,0,0,0
18,6,6,9,0
6,0,0,0,0
33,10,9,27,19
33,10,9,27,19
33,10,9,27,19
30,9,9,27,19
33,10,9,27,19
33,10,9,27,19
30,9,9,27,19
33,10,9,27,19
30,9,9,27,19
30,9,9,27,19
0,0,0,0,0
1,0,0,0,0
16,6,6,9,0
9,3,3,0,0
9,3,3,0,0
9,3,3,0,0
9,3,3,0,0
13,4,3,0,0
13,4,3,0,0
13,4,3,0,0
11,3,3,0,0
11,3,3,0,0
11,4,3,0,0
63,15,15,90,190
64,16,15,90,190
62,15,15,90,190
64,16,15,90,190
62,15,15,90,190
63,15,15,90,190
61,15,15,90,190
63,15,15,90,190
61,15,15,90,190
62,15,15,90,190
64,16,15,90,190
62,15,15,90,190
62,15,15,90,190
60,15,15,90,190
62,15,15,90,190
0,0,0,0,0
8,0,0,0,0
19,7,6,9,0
18,6,6,9,0
8,0,0,0,0
14,3,0,0,0
19,7,6,9,0
6,3,3,0,0
5,1,0,0,0
4,0,0,0,0
4,0,0,0,0
0,0,0,0,0
0,0,0,0,0
17,4,3,0,0
24,10,6,0,0
17,4,3,0,0
15,3,3,0,0
22,7,3,0,0
29,5,0,0,0
18,2,0,0,0
21,7,3,0,0
21,7,3,0,0
21,7,3,0,0
19,5,0,0,0
0,0,0,0,0
2,1,0,0,0
2,1,0,0,0
0,0,0,0,0
4,2,0,0,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
18,6,6,0,0
10,4,3,0,0
16,4,3,0,0
23,7,6,9,0
25,9,9,9,0
20,5,3,0,0
23,7,6,9,0
23,7,6,9,0
21,6,6,9,0
11,0,0,0,0
28,5,3,0,0
28,5,3,0,0
25,5,3,0,0
20,5,3,0,0
23,7,6,9,0
19,7,6,9,0
17,6,6,9,0
16,5,3,0,0
19,7,6,9,0
17,6,6,9,0
0,0,0,0,0
4,1,0,0,0
10,3,3,0,0
7,3,3,0,0
11,3,3,0,0
42,12,12,54,76
42,12,12,54,76
42,12,12,54,76
42,12,12,54,76
42,12,12,54,76
42,12,12,54,76
42,12,12,54,76
42,12,12,54,76
42,12,12,54,76
42,12,12,54,76
42,12,12,54,76
42,12,12,54,76
42,12,12,54,76
42,12,12,54,76
42,12,12,54,76
18,6,6,9,0
18,6,6,9,0
18,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
0,0,0,0,0
2,1,0,0,0
0,0,0,0,0
0,0,0,0,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
0,0,0,0,0
0,0,0,0,0
14,5,3,0,0
2,1,0,0,0
0,0,0,0,0
0,0,0,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
1,0,0,0,0
16,3,0,0,0
16,3,0,0,0
3,0,0,0,0
111,15,6,9,0
69,9,9,9,0
111,15,6,9,0
64,5,3,0,0
144,26,24,252,1064
144,26,24,252,1064
139,24,24,252,1064
139,24,24,252,1064
139,24,24,252,1064
139,24,24,252,1064
139,24,24,252,1064
139,24,24,252,1064
139,24,24,252,1064
107,15,6,9,0
149,30,30,261,1064
144,26,24,252,1064
144,26,24,252,1064
144,26,24,252,1064
144,26,24,252,1064
144,26,24,252,1064
144,26,24,252,1064
144,26,24,252,1064
107,15,6,9,0
60,5,3,0,0
144,26,24,252,1064
144,26,24,252,1064
144,26,24,252,1064
144,26,24,252,1064
144,26,24,252,1064
144,26,24,252,1064
144,26,24,252,1064
139,24,24,252,1064
139,24,24,252,1064
139,24,24,252,1064
139,24,24,252,1064
139,24,24,252,1064
139,24,24,252,1064
139,24,24,252,1064
139,24,24,252,1064
139,24,24,252,1064
139,24,24,252,1064
139,24,24,252,1064
139,24,24,252,1064
139,24,24,252,1064
139,24,24,252,1064
139,24,24,252,1064
139,24,24,252,1064
139,24,24,252,1064
139,24,24,252,1064
139,24,24,252,1064
139,24,24,252,1064
139,24,24,252,1064
73,17,9,27,19
62,15,9,27,19
64,13,9,27,19
55,10,9,27,19
83,27,21,27,19
66,13,3,0,0
70,16,6,0,0
73,17,9,27,19
85,25,21,63,38
74,18,9,27,19
76,19,12,36,19
71,17,9,9,0
69,15,3,0,0
55,11,3,0,0
59,13,3,0,0
74,19,9,27,19
63,13,0,0,0
65,16,9,27,19
60,13,3,0,0
58,12,0,0,0
42,5,3,0,0
45,8,6,0,0
64,13,9,27,19
53,10,9,27,19
65,14,9,27,19
67,15,12,36,19
62,12,6,9,0
53,9,6,9,0
41,5,3,0,0
1,0,0,0,0
6,3,3,0,0
0,0,0,0,0
17,6,6,9,0
15,6,6,9,0
17,6,6,9,0
54,14,12,54,76
51,13,12,54,76
57,16,15,63,76
51,13,12,54,76
42,9,6,9,0
51,13,12,54,76
57,16,15,63,76
42,9,6,9,0
51,13,12,54,76
54,14,12,54,76
48,12,12,54,76
45,10,6,9,0
54,14,12,54,76
45,10,6,9,0
24,9,9,18,0
24,9,9,18,0
21,7,6,9,0
24,9,9,18,0
21,7,6,9,0
21,7,6,9,0
24,9,9,18,0
21,7,6,9,0
21,7,6,9,0
21,7,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
15,6,6,9,0
0,0,0,0,0
0,0,0,0,0
7,3,3,0,0
7,3,3,0,0
7,3,3,0,0
1,0,0,0,0
9,3,3,0,0
9,3,3,0,0
9,3,3,0,0
0,0,0,0,0
54,7,3,0,0
57,8,3,0,0
32,6,6,9,0
29,6,6,9,0
32,6,6,9,0
35,7,6,9,0
54,7,3,0,0
32,6,6,9,0
35,9,6,9,0
32,6,6,9,0
19,0,0,0,0
23,3,3,0,0
23,3,3,0,0
23,3,3,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
51,12,6,9,0
50,12,9,9,0
44,11,6,9,0
50,13,6,9,0
33,6,3,0,0
44,13,12,9,0
43,10,3,0,0
43,10,6,9,0
26,6,3,0,0
36,6,3,0,0
16,5,3,0,0
14,3,0,0,0
16,5,3,0,0
50,12,12,54,76
46,12,12,54,76
47,12,12,54,76
43,12,12,54,76
52,12,12,54,76
53,14,12,54,76
49,12,12,54,76
49,12,12,54,76
45,12,12,54,76
46,12,12,54,76
24,3,0,0,0
10,1,0,0,0
14,5,3,0,0
14,5,3,0,0
18,9,9,0,0
14,5,3,0,0
14,5,3,0,0
14,5,3,0,0
14,5,3,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
13,4,3,0,0
11,4,3,0,0
9,3,0,0,0
12,5,3,0,0
10,4,0,0,0
7,3,3,0,0
0,0,0,0,0
6,3,3,0,0
45,15,15,45,19
45,15,15,45,19
35,9,6,9,0
35,9,6,9,0
39,11,9,27,19
39,11,9,27,19
45,15,15,45,19
35,9,6,9,0
35,9,6,9,0
39,11,9,27,19
39,11,9,27,19
35,9,6,9,0
35,9,6,9,0
39,11,9,27,19
39,11,9,27,19
33,9,9,27,19
0,0,0,0,0
1,0,0,0,0
5,0,0,0,0
1,0,0,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
15,5,3,0,0
